INSEE_COM;INSEE_DEP;NOM_COM_M;PrixMoyen_M2
75120;75;PARIS 20E ARRONDISSEMENT;8604
75119;75;PARIS 19E ARRONDISSEMENT;8263
75111;75;PARIS 11E ARRONDISSEMENT;9819
75118;75;PARIS 18E ARRONDISSEMENT;9162
75117;75;PARIS 17E ARRONDISSEMENT;10205
75110;75;PARIS 10E ARRONDISSEMENT;9790
75109;75;PARIS 9E ARRONDISSEMENT;10631
75108;75;PARIS 8E ARRONDISSEMENT;10858
75103;75;PARIS 3E ARRONDISSEMENT;11144
75102;75;PARIS 2E ARRONDISSEMENT;10833
75101;75;PARIS 1ER ARRONDISSEMENT;10969
75113;75;PARIS 13E ARRONDISSEMENT;9114
75112;75;PARIS 12E ARRONDISSEMENT;9028
75115;75;PARIS 15E ARRONDISSEMENT;9852
75114;75;PARIS 14E ARRONDISSEMENT;9924
75107;75;PARIS 7E ARRONDISSEMENT;11965
75106;75;PARIS 6E ARRONDISSEMENT;11737
75105;75;PARIS 5E ARRONDISSEMENT;11290
75104;75;PARIS 4E ARRONDISSEMENT;11681
75116;75;PARIS 16E ARRONDISSEMENT;10566
69389;69;LYON 9E ARRONDISSEMENT;3425
69386;69;LYON 6E ARRONDISSEMENT;5822
69384;69;LYON 4E ARRONDISSEMENT;4793
69381;69;LYON 1E ARRONDISSEMENT;5023
69388;69;LYON 8E ARRONDISSEMENT;3726
69387;69;LYON 7E ARRONDISSEMENT;4336
69385;69;LYON 5E ARRONDISSEMENT;3738
69383;69;LYON 3E ARRONDISSEMENT;4466
69382;69;LYON 2E ARRONDISSEMENT;5403
13213;13;MARSEILLE 13E ARRONDISSEMENT;2664
13215;13;MARSEILLE 15E ARRONDISSEMENT;1912
13214;13;MARSEILLE 14E ARRONDISSEMENT;1778
13216;13;MARSEILLE 16E ARRONDISSEMENT;3039
13212;13;MARSEILLE 12E ARRONDISSEMENT;3327
13211;13;MARSEILLE 11E ARRONDISSEMENT;3159
13210;13;MARSEILLE 10E ARRONDISSEMENT;2471
13207;13;MARSEILLE 7E ARRONDISSEMENT;4196
13206;13;MARSEILLE 6E ARRONDISSEMENT;3162
13205;13;MARSEILLE 5E ARRONDISSEMENT;2705
13204;13;MARSEILLE 4E ARRONDISSEMENT;2369
13203;13;MARSEILLE 3E ARRONDISSEMENT;1581
13202;13;MARSEILLE 2E ARRONDISSEMENT;2706
13201;13;MARSEILLE 1ER ARRONDISSEMENT;2580
13209;13;MARSEILLE 9E ARRONDISSEMENT;2852
13208;13;MARSEILLE 8E ARRONDISSEMENT;3751
59668;59;ZUYDCOOTE;1816
59340;59;LEFFRINCKOUCKE;1938
59260;59;GHYVELDE;2066
59107;59;BRAY DUNES;2526
59605;59;UXEM;2081
59588;59;TETEGHEM COUDEKERQUE VILLAGE;2048
59183;59;DUNKERQUE;1737
59155;59;COUDEKERQUE BRANCHE;1502
59131;59;CAPPELLE LA GRANDE;1670
59271;59;GRANDE SYNTHE;1345
59016;59;ARMBOUTS CAPPEL;1718
59359;59;LOON PLAGE;1591
59273;59;GRAVELINES;1709
59272;59;GRAND FORT PHILIPPE;1425
62645;62;OYE PLAGE;1653
59448;59;OOST CAPPEL;1186
59326;59;KILLEM;1327
59309;59;HONDSCHOOTE;1571
59657;59;WEST CAPPEL;1801
59641;59;WARHEM;1628
59499;59;REXPOEDE;1415
59478;59;QUAEDYPRE;1962
59579;59;STEENE;1491
59570;59;SOCX;1864
59319;59;HOYMILLE;1884
59162;59;CROCHTE;2158
59082;59;BIERNE;2002
59067;59;BERGUES;1648
59576;59;SPYCKER;1477
59463;59;PITGAM;1468
59110;59;BROUCKERQUE;1888
59159;59;CRAYWICK;1862
59094;59;BOURBOURG;1308
62766;62;SAINT OMER CAPELLE;1745
62748;62;SAINT FOLQUIN;1585
59532;59;SAINT GEORGES SUR L AA;1440
62852;62;VIEILLE EGLISE;1624
62634;62;OFFEKERQUE;1546
62623;62;NOUVELLE EGLISE;1757
62393;62;GUEMPS;1727
62548;62;MARCK;1777
62239;62;COQUELLES;1885
62193;62;CALAIS;1394
62774;62;SANGATTE;2029
59318;59;HOUTKERQUE;1530
59046;59;BAMBECQUE;1622
59665;59;WYLDER;2090
59663;59;WORMHOUT;1657
59305;59;HERZEELE;1297
59666;59;ZEGERSCAPPEL;1603
59338;59;LEDRINGHEM;2173
59210;59;ESQUELBECQ;1532
59083;59;BISSEZEELE;1684
59397;59;MERCKEGHEM;1606
59358;59;LOOBERGHE;1821
59200;59;ERINGHEM;1380
59182;59;DRINCHAM;926
59089;59;BOLLEZEELE;1287
59539;59;SAINT PIERRE BROUCK;2633
59130;59;CAPPELLE BROUCK;1622
62756;62;SAINTE MARIE KERQUE;1613
62057;62;AUDRUICQ;1556
62621;62;NORTKERQUE;1690
62043;62;ATTAQUES;1555
62038;62;ARDRES;1559
62031;62;ANDRES;1566
62769;62;SAINT TRICAT;1778
62615;62;NIELLES LES CALAIS;1875
62408;62;HAMES BOUCRES;1889
62360;62;FRETHUN;2038
62244;62;COULOGNE;1645
62751;62;SAINT INGLEVERT;1875
62657;62;PIHEN LES GUINES;1356
62654;62;PEUPLINGUES;1971
62444;62;HERVELINGHEN;2381
62307;62;ESCALLES;2419
62156;62;BONNINGUES LES CALAIS;1818
62899;62;WISSANT;3748
62806;62;TARDINGHEN;2910
62052;62;AUDEMBERT;2201
59086;59;BOESCHEPE;1910
59662;59;WINNEZEELE;1763
59580;59;STEENVOORDE;1802
59667;59;ZERMEZEELE;1334
59453;59;OUDEZEELE;1586
59282;59;HARDIFORT;1628
59655;59;WEMAERS CAPPEL;2018
59516;59;RUBROUCK;1476
59443;59;OCHTEZEELE;1511
59018;59;ARNEKE;1278
59628;59;VOLCKERINCKHOVE;1922
59337;59;LEDERZEELE;1568
59119;59;BUYSSCHEURE;1578
59111;59;BROXEELE;2004
59664;59;WULVERDINGHE;1611
59647;59;WATTEN;1075
59538;59;SAINT MOMELIN;1490
59402;59;MILLAM;1427
59307;59;HOLQUE;1530
62730;62;RUMINGHEM;1278
62662;62;POLINCOVE;1524
62618;62;NORDAUSQUES;1663
62598;62;MUNCQ NIEURLET;1073
62297;62;EPERLECQUES;1636
62087;62;BAYENGHEM LES EPERLECQUES;1406
62906;62;ZUTKERQUE;1581
62904;62;ZOUAFQUES;1297
62699;62;RECQUES SUR HEM;1844
62614;62;NIELLES LES ARDRES;1618
62531;62;LOUCHES;1509
62716;62;RODELINGHEM;1441
62488;62;LANDRETHUN LES ARDRES;1817
62174;62;BREMES;1572
62161;62;BOUQUEHAULT;1177
62078;62;BALINGHEM;1645
62059;62;AUTINGUES;1655
62439;62;HERMELINGHEN;1643
62397;62;GUINES;1499
62334;62;FIENNES;1293
62203;62;CAMPAGNE LES GUINES;1408
62191;62;CAFFIERS;1060
62711;62;RINXENT;1301
62505;62;LEULINGHEN BERNES;1717
62503;62;LEUBRINGHEN;2125
62487;62;LANDRETHUN LE NORD;1819
62329;62;FERQUES;1412
62560;62;MARQUISE;1663
62089;62;BAZINGHEN;2219
62056;62;AUDRESSELLES;3337
62054;62;AUDINGHEN;2464
62025;62;AMBLETEUSE;2345
59508;59;RONCQ;2567
59426;59;NEUVILLE EN FERRAIN;2398
59279;59;HALLUIN;2031
59656;59;WERVICQ SUD;2690
59152;59;COMINES;2143
59098;59;BOUSBECQUE;2326
59535;59;SAINT JANS CAPPEL;1816
59401;59;METEREN;1735
59262;59;GODEWAERSVELDE;1395
59237;59;FLETRE;2069
59073;59;BERTHEN;3060
59587;59;TERDEGHEM;1872
59546;59;SAINT SYLVESTRE CAPPEL;1825
59189;59;EECKE;1506
59120;59;CAESTRE;1926
59536;59;SAINTE MARIE CAPPEL;2225
59454;59;OXELAERE;2202
59308;59;HONDEGHEM;1438
59135;59;CASSEL;1701
59669;59;ZUYTPEENE;1603
59577;59;STAPLE;1707
59436;59;NOORDPEENE;1418
59054;59;BAVINCHOVE;1434
62225;62;CLAIRMARAIS;1615
62040;62;ARQUES;1437
59433;59;NIEURLET;1522
62819;62;TILQUES;1789
62792;62;SERQUES;1737
62772;62;SALPERWICK;1691
62765;62;SAINT OMER;1491
62757;62;SAINT MARTIN LEZ TATINGHEM;1644
62905;62;ZUDAUSQUES;1416
62622;62;NORT LEULINGHEM;1208
62595;62;MOULLE;1567
62592;62;MORINGHEM;1372
62567;62;MENTQUE NORTBECOURT;1462
62458;62;HOULLE;1713
62149;62;BOISDINGHEM;1337
62827;62;TOURNEHEM SUR LA HEM;1310
62675;62;QUERCAMPS;1042
62478;62;JOURNY;1431
62155;62;BONNINGUES LES ARDRES;1386
62803;62;SURQUES;1379
62692;62;REBERGUES;1666
62506;62;LICQUES;1418
62455;62;HOCQUINGHEN;451
62228;62;CLERQUES;1571
62076;62;BAINGHEN;1221
62055;62;AUDREHEM;1767
62775;62;SANGHEN;781
62432;62;HERBINGHEN;965
62412;62;HARDINGHEN;1818
62230;62;COLEMBERT;1132
62167;62;BOURSIN;2496
62020;62;ALEMBON;1423
62889;62;WIERRE EFFROY;1960
62880;62;WAST;1185
62705;62;RETY;1866
62237;62;CONTEVILLE LES BOULOGNE;1585
62105;62;BELLE ET HOULLEFORT;2051
62894;62;WIMILLE;2019
62867;62;WACQUINGHEN;1890
62658;62;PITTEFAUX;0
62653;62;PERNES LES BOULOGNE;1876
62636;62;OFFRETHUN;1992
62546;62;MANINGHEN HENNE;2276
62125;62;BEUVREQUEN;1690
62893;62;WIMEREUX;3449
59650;59;WATTRELOS;1742
59599;59;TOURCOING;1654
59512;59;ROUBAIX;1489
59421;59;MOUVAUX;2945
59636;59;WAMBRECHIES;2830
59482;59;QUESNOY SUR DEULE;2586
59352;59;LINSELLES;2552
59090;59;BONDUES;3559
59643;59;WARNETON;1488
59611;59;VERLINGHEM;3159
59317;59;HOUPLINES;1917
59252;59;FRELINGHIEN;2678
59173;59;DEULEMONT;2414
59431;59;NIEPPE;2140
59017;59;ARMENTIERES;1669
59581;59;STEENWERCK;2032
59043;59;BAILLEUL;1980
59399;59;MERRIS;1981
59615;59;VIEUX BERQUIN;1745
59582;59;STRAZEELE;1960
59469;59;PRADELLES;2251
59416;59;MORBECQUE;1393
59091;59;BORRE;2060
59634;59;WALLON CAPPEL;2055
59295;59;HAZEBROUCK;1853
59568;59;SERCUS;2065
59497;59;RENESCURE;1531
59366;59;LYNDE;1970
59184;59;EBBLINGHEM;1672
62875;62;WARDRECQUES;1352
62684;62;RACQUINGHEM;1451
62452;62;HEURINGHEM;1761
62205;62;CAMPAGNE LES WARDRECQUES;1572
62139;62;BLENDECQUES;1317
62902;62;WIZERNES;1345
62898;62;WISQUES;6923
62525;62;LONGUENESSE;1670
62423;62;HELFAUT;1535
62403;62;HALLINES;1168
62309;62;ESQUERDES;1230
62794;62;SETQUES;1170
62674;62;QUELMES;1229
62534;62;LUMBRES;1272
62504;62;LEULINGHEM;1391
62292;62;ELNES;1509
62788;62;SENINGHEM;1532
62245;62;COULOMBY;1672
62169;62;BOUVELINGHEM;1512
62088;62;BAYENGHEM LES SENINGHEM;1357
62024;62;ALQUINES;1806
62010;62;AFFRINGUES;1308
62008;62;ACQUIN WESTBECOURT;1373
62678;62;QUESQUES;1559
62419;62;HAUT LOQUIN;1532
62308;62;ESCOEUILLES;1850
62786;62;SELLES;1661
62599;62;NABRINGHEN;2994
62526;62;LONGUEVILLE;1825
62429;62;HENNEVEUX;1763
62179;62;BRUNEMBERT;1888
62165;62;BOURNONVILLE;923
62022;62;ALINCTHUN;822
62908;62;CAPELLE LES BOULOGNE;1889
62896;62;WIRWIGNES;2423
62255;62;CREMAREST;1417
62104;62;BELLEBRUNE;1622
62758;62;SAINT MARTIN BOULOGNE;1707
62281;62;ECHINGHEN;1807
62075;62;BAINCTHUN;2203
62667;62;PORTEL;1375
62755;62;SAINT LEONARD;1580
62643;62;OUTREAU;1398
62160;62;BOULOGNE SUR MER;1384
59660;59;WILLEMS;2317
59598;59;TOUFFLERS;2362
59522;59;SAILLY LEZ LANNOY;2588
59367;59;LYS LEZ LANNOY;2130
59339;59;LEERS;2281
59332;59;LANNOY;1861
59009;59;VILLENEUVE D ASCQ;2730
59646;59;WASQUEHAL;2793
59410;59;MONS EN BAROEUL;2103
59299;59;HEM;2446
59247;59;FOREST SUR MARQUE;2556
59163;59;CROIX;2425
59350;59;LILLE;3132
59527;59;SAINT ANDRE LEZ LILLE;2693
59386;59;MARQUETTE LEZ LILLE;2793
59378;59;MARCQ EN BAROEUL;3322
59368;59;MADELEINE;2970
59328;59;LAMBERSART;2948
59196;59;ENNETIERES EN WEPPES;2931
59566;59;SEQUEDIN;2269
59195;59;ENGLOS;2852
59470;59;PREMESQUES;2515
59457;59;PERENCHIES;2281
59356;59;LOMPRET;3289
59128;59;CAPINGHEM;2646
59487;59;RADINGHEM EN WEPPES;3002
62338;62;FLEURBAIX;1992
59202;59;ERQUINGHEM LYS;2040
59143;59;CHAPELLE D ARMENTIERES;2119
59088;59;BOIS GRENIER;2206
62736;62;SAILLY SUR LA LYS;1784
59268;59;GORGUE;1771
59423;59;NEUF BERQUIN;2221
59400;59;MERVILLE;1485
59212;59;ESTAIRES;1792
59180;59;DOULIEU;2025
59293;59;HAVERSKERQUE;1772
59590;59;THIENNES;1882
59578;59;STEENBECQUE;1510
62901;62;WITTES;1505
62014;62;AIRE SUR LA LYS;1360
59087;59;BOESEGHEM;1549
59084;59;BLARINGHEM;1779
62721;62;ROQUETOIRE;1622
62691;62;SAINT AUGUSTIN;1545
62681;62;QUIESTEDE;2135
62543;62;MAMETZ;1480
62288;62;ECQUES;1639
62811;62;THEROUANNE;1406
62702;62;REMILLY WIRQUIN;1285
62656;62;PIHEM;1395
62471;62;BELLINGHEM;1229
62271;62;DOHEM;1391
62229;62;CLETY;1638
62882;62;WAVRANS SUR L AA;1331
62644;62;OUVE WIRQUIN;1210
62569;62;MERCK SAINT LIEVIN;1454
62067;62;AVROULT;1131
62897;62;WISMES;1044
62837;62;VAUDRINGHEM;1507
62613;62;NIELLES LES BLEQUIN;1112
62853;62;VIEIL MOUTIER;1115
62789;62;SENLECQUES;1212
62530;62;LOTTINGHEN;1710
62495;62;LEDINGHEM;1609
62140;62;BLEQUIN;1199
62102;62;BECOURT;1889
62759;62;SAINT MARTIN CHOQUEL;1382
62566;62;MENNEVILLE;1863
62524;62;LONGFOSSE;1396
62268;62;DESVRES;1151
62251;62;COURSET;1493
62888;62;WIERRE AU BOIS;769
62773;62;SAMER;1648
62679;62;QUESTRECQUES;1196
62214;62;CARLY;2025
62845;62;VERLINCTHUN;2217
62474;62;ISQUES;2029
62448;62;HESDIN L ABBE;2013
62446;62;HESDIGNEUL LES BOULOGNE;1932
62235;62;CONDETTE;2277
62746;62;SAINT ETIENNE AU MONT;1669
62300;62;EQUIHEN PLAGE;2069
59638;59;WANNEHAIN;2500
59275;59;GRUSON;2908
59168;59;CYSOING;2520
59146;59;CHERENG;2813
59124;59;CAMPHIN EN PEVELE;2919
59096;59;BOURGHELLES;2635
59044;59;BAISIEUX;2624
59343;59;LESQUIN;2432
59602;59;TRESSIN;2964
59523;59;SAINGHIN EN MELANTOIS;2635
59458;59;PERONNE EN MELANTOIS;3003
59346;59;LEZENNES;2486
59256;59;FRETIN;2311
59106;59;BOUVINES;2636
59013;59;ANSTAING;2510
59648;59;WATTIGNIES;2172
59609;59;VENDEVILLE;1930
59585;59;TEMPLEMARS;2356
59437;59;NOYELLES LES SECLIN;3263
59507;59;RONCHIN;2200
59360;59;LOOS;2172
59220;59;FACHES THUMESNIL;2221
59278;59;HALLENNES LEZ HAUBOURDIN;2447
59208;59;ESCOBECQUES;2811
59201;59;ERQUINGHEM LE SEC;3575
59316;59;HOUPLIN ANCOISNE;2345
59653;59;WAVRIN;2107
59553;59;SANTES;2190
59286;59;HAUBOURDIN;2083
59193;59;EMMERIN;2402
59371;59;MAISNIL;2875
59056;59;BEAUCAMPS LIGNY;2441
59658;59;WICRES;2232
59303;59;HERLIES;2304
59257;59;FROMELLES;2542
59250;59;FOURNES EN WEPPES;2364
62606;62;NEUVE CHAPELLE;1823
62529;62;LORGIES;2340
62491;62;LAVENTIE;2072
62706;62;RICHEBOURG;1708
59025;59;AUBERS;2399
62502;62;LESTREM;1865
62851;62;VIEILLE CHAPELLE;1557
62252;62;COUTURE;1573
62520;62;LOCON;1560
62584;62;MONT BERNANCHON;2300
62195;62;CALONNE SUR LA LYS;1722
62747;62;SAINT FLORIS;1339
62713;62;ROBECQ;1505
62376;62;GONNEHEM;1657
62770;62;SAINT VENANT;1464
62391;62;GUARBECQUE;777
62190;62;BUSNES;1905
62407;62;HAM EN ARTOIS;1014
62473;62;ISBERGUES;1067
62900;62;WITTERNESSE;1534
62620;62;NORRENT FONTES;1172
62676;62;QUERNES;1634
62517;62;LINGHEM;0
62720;62;ROMBLY;0
62564;62;MAZINGHEM;1565
62486;62;LAMBRES;1527
62162;62;BOURECQ;1579
62701;62;RELY;1000
62509;62;LIETTRES;991
62313;62;ESTREE BLANCHE;1257
62141;62;BLESSY;1556
62295;62;ENQUIN LEZ GUINEGATTE;1359
62304;62;ERNY SAINT JULIEN;1236
62265;62;DELETTES;1226
62254;62;COYECQUES;1324
62153;62;BOMY;1141
62760;62;SAINT MARTIN D HARDINGHEM;1155
62696;62;RECLINGHEM;2109
62325;62;FAUQUEMBERGUES;858
62267;62;DENNEBROEUCQ;982
62053;62;AUDINCTHUN;1415
62812;62;THIEMBRONNE;1152
62729;62;RUMILLY;989
62704;62;RENTY;1303
62202;62;CAMPAGNE LES BOULONNAIS;1059
62017;62;AIX EN ERGNY;727
62886;62;WICQUINGHEM;1065
62302;62;ERGNY;1244
62168;62;BOURTHES;1262
62903;62;ZOTEUX;978
62670;62;PREURES;1204
62296;62;ENQUIN SUR BAILLONS;1048
62273;62;DOUDEAUVILLE;1927
62127;62;BEZINGHEM;2176
62821;62;TINGRY;1732
62648;62;PARENTY;1337
62483;62;LACRES;1148
62460;62;HUBERSENT;1491
62887;62;WIDEHEM;0
62603;62;NESLES;1528
62402;62;HALINGHEN;1545
62354;62;FRENCQ;1625
62604;62;NEUFCHATEL HARDELOT;3327
62264;62;DANNES;1591
59238;59;FLINES LES MORTAGNE;1452
59419;59;MOUCHIN;2147
59435;59;NOMAIN;2107
59258;59;GENECH;2643
59150;59;COBRIEUX;3065
59042;59;BACHY;2866
59586;59;TEMPLEUVE EN PEVELE;2497
59466;59;PONT MARCQ;2512
59364;59;LOUVIL;2336
59197;59;ENNEVELIN;2509
59560;59;SECLIN;2208
59462;59;PHALEMPIN;2193
59034;59;AVELIN;2735
59022;59;ATTICHES;2299
59670;59;DON;1906
59304;59;HERRIN;1936
59266;59;GONDECOURT;2398
59133;59;CARNIN;2190
59145;59;CHEMY;2403
59123;59;CAMPHIN EN CAREMBAULT;2276
59011;59;ANNOEULLIN;1993
59005;59;ALLENNES LES MARAIS;1759
62276;62;DOUVRIN;1461
62132;62;BILLY BERCLAU;1603
59477;59;PROVIN;1688
59052;59;BAUVIN;1792
59550;59;SALOME;1826
59524;59;SAINGHIN EN WEPPES;2146
59388;59;MARQUILLIES;1990
59320;59;ILLIES;2055
59281;59;HANTAY;2140
62262;62;CUINCHY;1668
62200;62;CAMBRIN;1381
62863;62;VIOLAINES;1657
62373;62;GIVENCHY LES LA BASSEE;1434
59051;59;BASSEE;1788
62126;62;BEUVRY;1466
62119;62;BETHUNE;1500
62330;62;FESTUBERT;1953
62310;62;ESSARS;1561
62479;62;LABEUVRIERE;1326
62350;62;FOUQUIERES LES BETHUNE;1311
62349;62;FOUQUEREUIL;1561
62841;62;VENDIN LES BETHUNE;1388
62632;62;OBLINGHEM;1043
62224;62;CHOCQUES;1258
62035;62;ANNEZIN;1461
62377;62;GOSNAY;1266
62454;62;HINGES;1691
62489;62;LAPUGNOY;1385
62023;62;ALLOUAGNE;1285
62532;62;LOZINGHEM;1430
62188;62;BURBURE;1001
62048;62;AUCHEL;1012
62516;62;LILLERS;1131
62500;62;LESPESSES;1649
62508;62;LIERES;705
62286;62;ECQUEDECQUES;1514
62328;62;FERFAY;1217
62029;62;AMETTES;0
62028;62;AMES;1086
62049;62;AUCHY AU BOIS;1590
62750;62;SAINT HILAIRE COTTES;1306
62600;62;NEDON;1851
62512;62;LIGNY LES AIRE;1364
62885;62;WESTREHEM;875
62601;62;NEDONCHEL;1190
62344;62;FONTAINE LES HERMANS;0
62336;62;FLECHIN;1223
62327;62;FEBVIN PALFART;1155
62862;62;VINCLY;1012
62519;62;LISBOURG;826
62485;62;LAIRES;1226
62453;62;HEZECQUES;1426
62095;62;BEAUMETZ LES AIRE;500
62790;62;SENLIS;1311
62685;62;RADINGHEM;1111
62565;62;MENCAS;1017
62562;62;MATRINGHEM;950
62533;62;LUGY;936
62364;62;FRUGES;872
62844;62;VERCHOCQ;1342
62437;62;HERLY;1243
62247;62;COUPELLE VIEILLE;1148
62762;62;SAINT MICHEL SOUS BOIS;1986
62710;62;RIMBOVAL;1061
62682;62;QUILEN;0
62545;62;MANINGHEM;0
62463;62;HUCQUELIERS;1084
62134;62;BIMONT;1781
62062;62;AVESNES;0
62585;62;MONTCAVREL;2268
62227;62;CLENLEU;0
62123;62;BEUSSENT;1734
62021;62;ALETTE;1648
62527;62;LONGVILLIERS;1519
62698;62;RECQUES SUR COURSE;1678
62554;62;MARESVILLE;0
62472;62;INXENT;1547
62241;62;CORMONT;1135
62176;62;BREXENT ENOCQ;1836
62116;62;BERNIEULLES;1741
62832;62;TUBERSENT;1603
62496;62;LEFAUX;1993
62318;62;ETAPLES;1908
62826;62;TOUQUET PARIS PLAGE;5608
62201;62;CAMIERS;2371
59530;59;SAINT AYBERT;0
59616;59;VIEUX CONDE;1250
59591;59;THIVENCELLE;1168
59153;59;CONDE SUR L ESCAUT;1275
59444;59;ODOMEZ;1318
59301;59;HERGNIES;1706
59144;59;CHATEAU L ABBAYE;1945
59114;59;BRUILLE SAINT AMAND;1773
59594;59;THUN SAINT AMAND;1637
59434;59;NIVELLE;1734
59418;59;MORTAGNE DU NORD;1275
59393;59;MAULDE;1821
59335;59;LECELLES;1954
59554;59;SARS ET ROSIERES;2523
59551;59;SAMEON;2219
59519;59;RUMEGIES;1973
59511;59;ROSULT;2166
59330;59;LANDAS;2100
59004;59;AIX EN PEVELE;2204
59449;59;ORCHIES;2035
59158;59;COUTICHES;2043
59080;59;BEUVRY LA FORET;1943
59029;59;AUCHY LEZ ORCHIES;1990
59411;59;MONS EN PEVELE;2719
59398;59;MERIGNIES;2918
59222;59;FAUMONT;2156
59129;59;CAPPELLE EN PEVELE;2046
59071;59;BERSEE;2254
59630;59;WAHAGNIES;1875
59600;59;TOURMIGNIES;2477
59592;59;THUMERIES;2056
59452;59;OSTRICOURT;1716
59427;59;NEUVILLE;2663
59408;59;MONCHEAUX;1819
62907;62;LIBERCOURT;1539
62637;62;OIGNIES;1593
62250;62;COURRIERES;1606
62215;62;CARVIN;1485
62895;62;WINGLES;1565
62842;62;VENDIN LE VIEIL;1694
62666;62;PONT VENDIN;1371
62573;62;MEURCHIN;1858
62413;62;HARNES;1410
62311;62;ESTEVELLES;1562
62107;62;BENIFONTAINE;1897
62033;62;ANNAY;1574
62051;62;AUCHY LES MINES;1539
62626;62;NOYELLES LES VERMELLES;1623
62846;62;VERMELLES;1451
62401;62;HAISNES;1690
62528;62;LOOS EN GOHELLE;1502
62464;62;HULLUCH;1655
62386;62;GRENAY;1511
62848;62;VERQUIN;1362
62034;62;ANNEQUIN;1220
62617;62;NOEUX LES MINES;1379
62735;62;SAILLY LABOURSE;1750
62480;62;LABOURSE;1548
62737;62;SAINS EN GOHELLE;1427
62563;62;MAZINGARBE;1538
62178;62;BRUAY LA BUISSIERE;1137
62278;62;DROUVIN LE MARAIS;1512
62445;62;HESDIGNEUL LES BETHUNE;1165
62456;62;HOUCHIN;1013
62836;62;VAUDRICOURT;1501
62727;62;RUITZ;1186
62400;62;HAILLICOURT;1233
62083;62;BARLIN;1332
62642;62;OURTON;721
62457;62;HOUDAIN;1233
62194;62;CALONNE RICOUART;1332
62555;62;MARLES LES MINES;1124
62270;62;DIVION;1282
62217;62;CAUCHY LA TOUR;1299
62197;62;CAMBLAIN CHATELAIN;1084
62732;62;SACHIN;1321
62669;62;PRESSY;1090
62652;62;PERNES;1198
62553;62;MAREST;1189
62340;62;FLORINGHEM;1384
62071;62;BAILLEUL LES PERNES;1388
62058;62;AUMERVAL;1236
62805;62;TANGRY;762
62740;62;SAINS LES PERNES;775
62451;62;HEUCHIN;1351
62342;62;FONTAINE LES BOULANS;0
62333;62;FIEFS;1350
62299;62;EPS;1232
62171;62;BOYAVAL;1551
62843;62;VERCHIN;785
62808;62;TENEUR;1037
62668;62;PREDEFIN;1014
62301;62;EQUIRRE;636
62256;62;CREPY;0
62109;62;BERGUENEUSE;1215
62036;62;ANVIN;1041
62828;62;TRAMECOURT;998
62726;62;RUISSEAUVILLE;1987
62659;62;PLANQUES;1199
62541;62;MAISONCELLE;1163
62246;62;COUPELLE NEUVE;0
62209;62;CANLERS;1042
62069;62;AZINCOURT;1044
62066;62;AVONDANCE;0
62026;62;AMBRICOURT;1103
62823;62;TORCY;891
62738;62;SAINS LES FRESSIN;1117
62725;62;ROYON;1274
62257;62;CREQUY;1044
62745;62;SAINT DENOEUX;1251
62492;62;LEBIEZ;0
62466;62;HUMBERT;2022
62449;62;HESMOND;429
62293;62;EMBRY;797
62157;62;BOUBERS LES HESMOND;0
62787;62;SEMPY;1161
62556;62;MARLES SUR CANCHE;1301
62551;62;MARENLA;1085
62547;62;MARANT;1173
62018;62;AIX EN ISSART;1486
62799;62;SORRUS;1762
62610;62;NEUVILLE SOUS MONTREUIL;2028
62588;62;MONTREUIL;2295
62535;62;MADELAINE SOUS MONTREUIL;0
62315;62;ESTREELLES;2012
62312;62;ESTREE;1127
62124;62;BEUTIN;2282
62044;62;ATTIN;1839
62752;62;SAINT JOSSE;2153
62742;62;SAINT AUBIN;2301
62196;62;CALOTTERIE;1901
62261;62;CUCQ;3040
62571;62;MERLIMONT;2833
59484;59;QUIEVRECHAIN;1220
59613;59;VICQ;1374
59479;59;QUAROUBLE;1745
59447;59;ONNAING;1395
59253;59;FRESNES SUR ESCAUT;1033
59160;59;CRESPIN;1227
59491;59;RAISMES;1241
59207;59;ESCAUTPONT;1284
59112;59;BRUAY SUR L ESCAUT;1259
59079;59;BEUVRAGES;1403
59526;59;SAINT AMAND LES EAUX;1518
59403;59;MILLONFOSSE;1729
59284;59;HASNON;1738
59642;59;WARLAING;1500
59637;59;WANDIGNIES HAMAGE;1979
59596;59;TILLOY LEZ MARCHIENNES;1759
59109;59;BRILLON;1792
59100;59;BOUSIGNIES;2091
59629;59;VRED;1576
59501;59;RIEULAY;1433
59375;59;MARCHIENNES;1745
59105;59;BOUVIGNIES;2192
59509;59;ROOST WARENDIN;1513
59489;59;RAIMBEAUCOURT;1805
59486;59;RACHES;1631
59239;59;FLINES LEZ RACHES;1673
59007;59;ANHIERS;1037
59334;59;LAUWIN PLANQUE;1553
59234;59;FLERS EN ESCREBIEUX;1375
59028;59;AUBY;1303
62497;62;LEFOREST;1652
62321;62;EVIN MALMAISON;1499
62249;62;COURCELLES LES LENS;1532
62624;62;NOYELLES GODAULT;1383
62587;62;MONTIGNY EN GOHELLE;1385
62427;62;HENIN BEAUMONT;1288
62277;62;DROCOURT;1601
62274;62;DOURGES;1383
62628;62;NOYELLES SOUS LENS;1334
62351;62;FOUQUIERES LES LENS;1215
62133;62;BILLY MONTIGNY;1324
62771;62;SALLAUMINES;1296
62724;62;ROUVROY;1477
62570;62;MERICOURT;1419
62523;62;LOISON SOUS LENS;1227
62801;62;SOUCHEZ;1829
62510;62;LIEVIN;1362
